chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name
CHEMBL1094608,COc1ccccc1NC(=S)N/N=C/c1ccc2ccccc2n1,C18H16N4OS,100000.0,,Antiproliferative activity against human HeLa cells after 72 hrs by sulforhodamine B assay,HeLa
CHEMBL1098925,COc1ccc(C)cc1NC(=S)N/N=C/c1ccc2ccccc2n1,C19H18N4OS,100000.0,,Antiproliferative activity against human SGC7901 cells after 72 hrs by sulforhodamine B assay,SGC-7901
CHEMBL1094608,COc1ccccc1NC(=S)N/N=C/c1ccc2ccccc2n1,C18H16N4OS,100000.0,,Antiproliferative activity against human SGC7901 cells after 72 hrs by sulforhodamine B assay,SGC-7901
CHEMBL1098925,COc1ccc(C)cc1NC(=S)N/N=C/c1ccc2ccccc2n1,C19H18N4OS,100000.0,,Antiproliferative activity against human HL60 cells after 72 hrs by sulforhodamine B assay,HL-60
CHEMBL1097946,COc1cccc(NC(=S)N/N=C/c2ccc3ccccc3n2)c1,C18H16N4OS,82350.0,4.08,Antiproliferative activity against human HT-29 cells after 72 hrs by sulforhodamine B assay,HT-29
CHEMBL1097947,COc1ccc(NC(=S)N/N=C/c2ccc3ccccc3n2)cc1,C18H16N4OS,82290.0,4.08,Antiproliferative activity against human HT-29 cells after 72 hrs by sulforhodamine B assay,HT-29
CHEMBL1097946,COc1cccc(NC(=S)N/N=C/c2ccc3ccccc3n2)c1,C18H16N4OS,71220.0,4.15,Antiproliferative activity against human HL60 cells after 72 hrs by sulforhodamine B assay,HL-60
CHEMBL1094608,COc1ccccc1NC(=S)N/N=C/c1ccc2ccccc2n1,C18H16N4OS,91690.0,4.04,Antiproliferative activity against human HL60 cells after 72 hrs by sulforhodamine B assay,HL-60
CHEMBL1097947,COc1ccc(NC(=S)N/N=C/c2ccc3ccccc3n2)cc1,C18H16N4OS,89570.0,4.05,Antiproliferative activity against human SGC7901 cells after 72 hrs by sulforhodamine B assay,SGC-7901
CHEMBL1097946,COc1cccc(NC(=S)N/N=C/c2ccc3ccccc3n2)c1,C18H16N4OS,79410.0,4.1,Antiproliferative activity against human SGC7901 cells after 72 hrs by sulforhodamine B assay,SGC-7901
CHEMBL1097947,COc1ccc(NC(=S)N/N=C/c2ccc3ccccc3n2)cc1,C18H16N4OS,43780.0,4.36,Antiproliferative activity against human HL60 cells after 72 hrs by sulforhodamine B assay,HL-60
CHEMBL1097947,COc1ccc(NC(=S)N/N=C/c2ccc3ccccc3n2)cc1,C18H16N4OS,72630.0,4.14,Antiproliferative activity against human HeLa cells after 72 hrs by sulforhodamine B assay,HeLa
CHEMBL1097946,COc1cccc(NC(=S)N/N=C/c2ccc3ccccc3n2)c1,C18H16N4OS,74500.0,4.13,Antiproliferative activity against human HeLa cells after 72 hrs by sulforhodamine B assay,HeLa
CHEMBL1095276,O=C(NC(=S)Nc1nc2ccccc2s1)c1cccs1,C13H9N3OS3,32630.0,4.49,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1095602,Nc1ccc2sc(NC(=S)NC(=O)c3cccs3)nc2c1,C13H10N4OS3,28410.0,4.55,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1096644,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1cccs1,C13H8BrN3OS3,24150.0,4.62,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1096645,O=C(NC(=S)Nc1nc2ccccc2s1)c1ccccc1,C15H11N3OS2,37270.0,4.43,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1096565,Nc1ccc2sc(NC(=S)NC(=O)c3ccccc3)nc2c1,C15H12N4OS2,38610.0,4.41,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1096950,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1ccccc1,C15H10BrN3OS2,32110.0,4.49,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1099299,CCCCC(=O)NC(=S)Nc1nc2ccccc2s1,C13H15N3OS2,36550.0,4.44,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1097962,CCCCC(=O)NC(=S)Nc1nc2cc(N)ccc2s1,C13H16N4OS2,44730.0,4.35,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1097963,CCCCC(=O)NC(=S)Nc1nc2cc(Br)ccc2s1,C13H14BrN3OS2,45720.0,4.34,Cytotoxicity against human MCF7 after 24 hrs by MTT assay,MCF7
CHEMBL1095276,O=C(NC(=S)Nc1nc2ccccc2s1)c1cccs1,C13H9N3OS3,68250.0,4.17,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1095602,Nc1ccc2sc(NC(=S)NC(=O)c3cccs3)nc2c1,C13H10N4OS3,56100.0,4.25,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1096644,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1cccs1,C13H8BrN3OS3,46460.0,4.33,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1096645,O=C(NC(=S)Nc1nc2ccccc2s1)c1ccccc1,C15H11N3OS2,57470.0,4.24,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1096565,Nc1ccc2sc(NC(=S)NC(=O)c3ccccc3)nc2c1,C15H12N4OS2,70090.0,4.15,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1096950,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1ccccc1,C15H10BrN3OS2,64560.0,4.19,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1099299,CCCCC(=O)NC(=S)Nc1nc2ccccc2s1,C13H15N3OS2,56700.0,4.25,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1097963,CCCCC(=O)NC(=S)Nc1nc2cc(Br)ccc2s1,C13H14BrN3OS2,60180.0,4.22,Cytotoxicity against human HeLa after 24 hrs by MTT assay,HeLa
CHEMBL1096644,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1cccs1,C13H8BrN3OS3,15650.0,4.8,Cytotoxicity against human MCF7 after 48 hrs by MTT assay,MCF7
CHEMBL1096644,O=C(NC(=S)Nc1nc2cc(Br)ccc2s1)c1cccs1,C13H8BrN3OS3,12100.0,4.92,Cytotoxicity against human MCF7 after 72 hrs by MTT assay,MCF7
CHEMBL1098937,OCc1ccc(-c2nn(-c3ccccc3)c3cc[se]c23)cc1,C18H14N2OSe,100000.0,,Antitumor activity against human NCI-H226 cells after 48 hrs by MTT assay,NCI-H226
CHEMBL1095939,OCc1ccc(-c2nn(Cc3ccccc3)c3cc[se]c23)cc1,C19H16N2OSe,100000.0,,Antitumor activity against human NCI-H226 cells after 48 hrs by MTT assay,NCI-H226
CHEMBL1098937,OCc1ccc(-c2nn(-c3ccccc3)c3cc[se]c23)cc1,C18H14N2OSe,100000.0,,Antitumor activity against human ACHN cells after 48 hrs by MTT assay,ACHN
CHEMBL1095939,OCc1ccc(-c2nn(Cc3ccccc3)c3cc[se]c23)cc1,C19H16N2OSe,100000.0,,Antitumor activity against human ACHN cells after 48 hrs by MTT assay,ACHN
CHEMBL1096261,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nc2ccccc2[nH]1,C14H12N6OS,38040.0,4.42,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1097935,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nc2cc(Cl)ccc2[nH]1,C14H11ClN6OS,36230.0,4.44,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1094276,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nc2cc(Br)ccc2[nH]1,C14H11BrN6OS,45270.0,4.34,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1094277,Cc1ccc2[nH]c(Sc3c(C)[nH]c4nc(N)[nH]c(=O)c34)nc2c1,C15H14N6OS,34560.0,4.46,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1094597,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nc2ccccc2s1,C14H11N5OS2,26270.0,4.58,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1094598,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ncccn1,C11H10N6OS,17600.0,4.75,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1096262,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccccn1,C12H11N5OS,50000.0,4.3,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1096263,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nccn1C,C11H12N6OS,48900.0,4.31,Cytotoxicity against human HCT116 cells after 24 hrs by trypan blue exclusion assay,HCT-116
CHEMBL1094278,CCN(CC)C(=S)SSCCO,C7H15NOS3,500.0,6.3,Antiproliferative activity against human MCF7 cells expressing BCA2 and estrogen receptor after 72 hrs by MTT assay,MCF7
CHEMBL1094278,CCN(CC)C(=S)SSCCO,C7H15NOS3,10000.0,5.0,Antiproliferative activity against BCA2 and ER deficient human MDA-MB-231 cells after 72 hrs by MTT assay,MDA-MB-231
CHEMBL1094278,CCN(CC)C(=S)SSCCO,C7H15NOS3,2750.0,5.56,Antiproliferative activity against human MDA-MB-231 cells expressing BCA2 and ERalpha after 72 hrs by MTT assay,MDA-MB-231
CHEMBL1094278,CCN(CC)C(=S)SSCCO,C7H15NOS3,300.0,6.52,Antiproliferative activity against human T47D cells expressing BCA2 and estrogen receptor after 72 hrs by MTT assay,T47D
CHEMBL1094819,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)c1,C21H15NOS,18060.0,4.74,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1095140,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)c1,C21H15NOS,12060.0,4.92,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1095116,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)cc1,C21H15NOS,2400.0,5.62,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1095432,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)cc1,C21H15NOS,5700.0,5.24,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1096659,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3cccs3)c2)c1,C21H15NOS,17730.0,4.75,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1094745,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3ccsc3)c2)c1,C21H15NOS,18970.0,4.72,Cytotoxicity against human MDA-MB-231 cells after 2 days by automatic ELISA reader system,MDA-MB-231
CHEMBL1094819,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)c1,C21H15NOS,16960.0,4.77,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1095140,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)c1,C21H15NOS,13820.0,4.86,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1095116,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)cc1,C21H15NOS,1700.0,5.77,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1095432,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)cc1,C21H15NOS,17300.0,4.76,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1096659,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3cccs3)c2)c1,C21H15NOS,15320.0,4.82,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1094745,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3ccsc3)c2)c1,C21H15NOS,14900.0,4.83,Cytotoxicity against human HeLa cells after 2 days by automatic ELISA reader system,HeLa
CHEMBL1094819,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)c1,C21H15NOS,18920.0,4.72,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1095140,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)c1,C21H15NOS,11700.0,4.93,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1095116,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)cc1,C21H15NOS,3700.0,5.43,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1095432,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)cc1,C21H15NOS,8500.0,5.07,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1096659,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3cccs3)c2)c1,C21H15NOS,19680.0,4.71,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1094745,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3ccsc3)c2)c1,C21H15NOS,11700.0,4.93,Cytotoxicity against human DU145 cells after 2 days by automatic ELISA reader system,DU-145
CHEMBL1094819,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)c1,C21H15NOS,10850.0,4.96,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1095140,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)c1,C21H15NOS,7660.0,5.12,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1095116,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)cc1,C21H15NOS,12500.0,4.9,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1095432,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)cc1,C21H15NOS,1100.0,5.96,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1096659,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3cccs3)c2)c1,C21H15NOS,14120.0,4.85,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1094745,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3ccsc3)c2)c1,C21H15NOS,24560.0,4.61,Cytotoxicity against human HCT15 cells after 2 days by automatic ELISA reader system,HCT-15
CHEMBL1094819,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)c1,C21H15NOS,14120.0,4.85,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1095140,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)c1,C21H15NOS,10300.0,4.99,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1095116,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3cccs3)n2)cc1,C21H15NOS,1700.0,5.77,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1095432,Oc1ccc(-c2cc(-c3ccccc3)cc(-c3ccsc3)n2)cc1,C21H15NOS,3600.0,5.44,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1096659,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3cccs3)c2)c1,C21H15NOS,18920.0,4.72,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1094745,Oc1cccc(-c2cc(-c3ccccc3)nc(-c3ccsc3)c2)c1,C21H15NOS,11990.0,4.92,Cytotoxicity against human HL60 cells after 2 days by automatic ELISA reader system,HL-60
CHEMBL1094478,CSc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,C18H18N6OS,6860.0,5.16,Antiproliferative activity against human A2780 cells assessed as intracellular ATP level after 72 hrs by luminometry,A2780
CHEMBL1094822,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3Sc3ccccc3)ncc1CC2,C23H20N6OS,10000.0,,Antiproliferative activity against human A2780 cells assessed as intracellular ATP level after 72 hrs by luminometry,A2780
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,110.0,6.96,Cytotoxicity against human Saos2 cells after 96 hrs by MTT assay,SAOS-2
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,775.0,6.11,Cytotoxicity against human HUPT4 cells after 96 hrs by MTT assay,HuP-T4
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,1626.0,5.79,Cytotoxicity against human BxPC3 cells after 96 hrs by MTT assay,BXPC-3
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,681.0,6.17,Cytotoxicity against human NCI-H460 cells after 96 hrs by MTT assay,NCI-H460
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,372.0,6.43,Cytotoxicity against human HL60 cells after 96 hrs by MTT assay,HL-60
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,34.0,7.47,Cytotoxicity against human MV4-11 cells after 96 hrs by MTT assay,MV4-11
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,471.0,6.33,Cytotoxicity against human CCRF-CEM cells after 96 hrs by MTT assay,CCRF-CEM
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,1375.0,5.86,Cytotoxicity against human K562 cells after 96 hrs by MTT assay,K562
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,340.0,6.47,Cytotoxicity against human HCT116 cells after 96 hrs by MTT assay,HCT-116
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,241.0,6.62,Cytotoxicity against human COLO205 cells after 96 hrs by MTT assay,COLO 205
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,590.0,6.23,Cytotoxicity against human HeLa cells after 96 hrs by MTT assay,HeLa
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,599.0,6.22,Cytotoxicity against human MCF7 cells after 96 hrs by MTT assay,MCF7
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,725.0,6.14,Cytotoxicity against human HT-29 cells after 96 hrs by MTT assay,HT-29
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,278.0,6.56,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1083786,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C)nc4C)n3)cc2)CC1,C21H24N6OS,604.0,6.22,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1083785,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,C21H25N7OS,622.0,6.21,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1084969,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1,C20H23N7OS,493.0,6.31,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1084630,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C20H24N6OS,173.0,6.76,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1084629,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C19H22N6OS,273.0,6.56,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1085626,Cc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C19H21N5OS,871.0,6.06,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,C19H22N6OS,230.0,6.64,Cytotoxicity against human MIAPaCa2 cells after 96 hrs by MTT assay,MIA PaCa-2
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,C18H20N6OS,170.0,6.77,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1083786,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C)nc4C)n3)cc2)CC1,C21H24N6OS,303.0,6.52,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1083785,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,C21H25N7OS,221.0,6.66,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1084969,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1,C20H23N7OS,240.0,6.62,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1084630,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C20H24N6OS,81.0,7.09,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1084629,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C19H22N6OS,144.0,6.84,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1085626,Cc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,C19H21N5OS,332.0,6.48,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,C19H22N6OS,81.0,7.09,Cytotoxicity against human A2780 cells after 96 hrs by MTT assay,A2780
CHEMBL1163637,CCN(CC)C(=S)SC(CC(=O)c1ccc(Br)cc1)c1ccc(F)cc1,C20H21BrFNOS2,1000.0,6.0,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,MCF7
CHEMBL1165228,COc1ccccc1Nc1ncnc2sc3c(c12)CCCC3,C17H17N3OS,571000.0,,Cytotoxicity against human DBTRG-05MG cells after 72 hrs by MTT assay,DBTRG-05MG
CHEMBL1165229,COc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1,C17H17N3OS,151700.0,,Cytotoxicity against human DBTRG-05MG cells after 72 hrs by MTT assay,DBTRG-05MG
CHEMBL1165736,COc1ccccc1Nc1ncnc2sc3ccccc3c12,C17H13N3OS,41200.0,4.38,Cytotoxicity against human DBTRG-05MG cells after 72 hrs by MTT assay,DBTRG-05MG
CHEMBL1165237,COc1ccc(Nc2ncnc3sc4ccccc4c23)cc1,C17H13N3OS,117200.0,,Cytotoxicity against human DBTRG-05MG cells after 72 hrs by MTT assay,DBTRG-05MG
CHEMBL325676,O=C(CCCCCCS)Nc1ccccc1,C13H19NOS,210.0,6.68,Inhibition of HDAC in human HeLa cells,Histone deacetylase
CHEMBL112234,O=C(CCCCCCS)Nc1cnc2ccccc2c1,C16H20N2OS,72.0,7.14,Inhibition of HDAC in human HeLa cells,Histone deacetylase
CHEMBL402341,Oc1ccc(-c2cc(=S)ss2)cc1,C9H6OS3,450.0,6.35,Inhibition of HDAC in human HeLa cells extracts after 60 mins by fluorescence assay,Histone deacetylase
CHEMBL402341,Oc1ccc(-c2cc(=S)ss2)cc1,C9H6OS3,66000.0,4.18,Antiproliferative activity against human A549 cells after 48 hrs,A549
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,6.2,8.21,Cytotoxicity against human KB cells after 3 days by MTT assay,KB
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,2.55,8.59,Cytotoxicity against human SKOV3 cells after 3 days by MTT assay,SK-OV-3
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,3.2,8.49,Cytotoxicity against human SF268 cells after 3 days by MTT assay,SF-268
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,2.5,8.6,Cytotoxicity against human NCI-H460 cells after 3 days by MTT assay,NCI-H460
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,2.55,8.59,Cytotoxicity against human HL60 cells after 3 days by MTT assay,HL-60
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,3.28,8.48,Cytotoxicity against human U937 cells after 3 days by MTT assay,U-937
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,4.63,8.33,Cytotoxicity against human K562 cells after 3 days by MTT assay,K562
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,3.43,8.46,Cytotoxicity against human G361 cells after 3 days by MTT assay,G-361
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,7.7,8.11,Cytotoxicity against human SK-MEL-28 cells after 3 days by MTT assay,SK-MEL-28
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,7.81,8.11,Cytotoxicity against human GOTO cells after 3 days by MTT assay,GOTO
CHEMBL1165090,N#Cc1c(O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C19H13N5OS,6.57,8.18,Cytotoxicity against human NB-1 cells after 3 days by MTT assay,NB1
CHEMBL1163262,N#Cc1c(NC(N)=O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C20H15N7OS,9.6,8.02,Cytotoxicity against human KB cells after 3 days by MTT assay,KB
CHEMBL1163262,N#Cc1c(NC(N)=O)nc(SCc2nc3ccccc3[nH]2)nc1-c1ccccc1,C20H15N7OS,6.75,8.17,Cytotoxicity against human SKOV3 cells after 3 days by MTT assay,SK-OV-3
